,id,follower,1_@EsteeLauder,2_@dermalogica,3_@Neutrogena,4_@cerave,5_@SkinCeuticals,n_brand_follower
215,1416295405,2,0,0,1,0,1,2
216,1061027870,2,0,0,0,1,1,2
217,500496286,2,0,1,0,0,1,2
218,378798532,2,0,0,1,0,1,2
219,19923638,2,1,0,0,0,1,2
220,14538496,2,1,1,0,0,0,2
221,296908387,2,0,1,1,0,0,2
222,35018401,2,0,1,1,0,0,2
223,37205484,2,0,1,1,0,0,2
224,15492359,2,0,1,1,0,0,2
225,35822604,2,1,0,0,0,1,2
226,83990030,2,0,0,1,0,1,2
227,18145841,2,0,1,0,0,1,2
228,21701757,2,0,1,1,0,0,2
229,22024974,2,1,0,0,0,1,2
230,23593931,2,0,1,0,0,1,2
231,73143956,2,1,0,0,0,1,2
232,582033777,2,0,0,0,1,1,2
233,51737153,2,1,1,0,0,0,2
234,23544596,2,0,1,0,0,1,2
235,285282053,2,0,1,0,0,1,2
236,18909973,2,1,0,0,0,1,2
237,46547352,2,0,1,1,0,0,2
238,322024400,2,0,1,0,0,1,2
239,21246105,2,1,0,1,0,0,2
240,23643957,2,0,1,0,1,0,2
241,108837087,2,0,0,1,0,1,2
242,194204602,2,0,0,1,0,1,2
243,486203058,2,0,0,1,0,1,2
244,52185212,2,0,1,0,0,1,2
245,19738459,2,1,1,0,0,0,2
246,3108351,2,1,0,0,0,1,2
247,18565988,2,1,1,0,0,0,2
248,524396430,2,0,0,1,1,0,2
249,108666688,2,0,1,0,0,1,2
250,26259480,2,0,0,1,0,1,2
251,18061792,2,1,0,1,0,0,2
252,64853672,2,0,1,0,0,1,2
253,482098346,2,0,0,0,1,1,2
254,28412286,2,1,1,0,0,0,2
255,325634414,2,0,0,1,0,1,2
256,23083899,2,0,0,1,0,1,2
257,18483313,2,0,1,0,0,1,2
258,105392990,2,0,1,0,0,1,2
259,46875439,2,0,1,0,0,1,2
260,34941915,2,0,1,0,0,1,2
261,30646692,2,0,0,0,1,1,2
262,37890617,2,0,0,0,1,1,2
263,209409498,2,0,1,0,0,1,2
264,1114561474867924993,2,0,0,0,1,1,2
265,172060140,2,0,1,1,0,0,2
266,1247519018774343680,2,0,0,0,1,1,2
267,18270085,2,0,1,0,0,1,2
268,18423808,2,0,1,0,0,1,2
269,15829435,2,1,0,1,0,0,2
270,20013340,2,1,0,0,0,1,2
271,34097876,2,1,1,0,0,0,2
272,21757155,2,0,1,0,0,1,2
273,7744592,2,0,1,0,0,1,2
274,2883841,2,0,1,0,0,1,2
275,12090832,2,1,1,0,0,0,2
276,309978842,2,0,1,1,0,0,2
277,24454241,2,0,1,0,0,1,2
278,14438417,2,0,1,0,0,1,2
279,21111883,2,0,1,0,0,1,2
280,23179992,2,0,1,0,0,1,2
281,21673279,2,1,0,0,0,1,2
282,15153305,2,0,1,0,0,1,2
283,97996652,2,0,0,0,1,1,2
284,23101954,2,1,1,0,0,0,2
285,14401273,2,0,1,0,0,1,2
286,117471739,2,0,1,1,0,0,2
287,21434408,2,0,1,0,0,1,2
288,21898041,2,0,1,0,0,1,2
289,14292954,2,0,0,1,0,1,2
290,27133072,2,1,0,1,0,0,2
291,130248263,2,1,0,1,0,0,2
292,15846407,2,0,1,0,0,1,2
293,12338312,2,0,1,0,0,1,2
294,90203791,2,0,1,0,0,1,2
295,5174191,2,1,1,0,0,0,2
296,54406648,2,0,1,0,0,1,2
297,4797779651,2,0,0,0,1,1,2
298,74805278,2,0,1,1,0,0,2
299,29439701,2,0,1,0,0,1,2
300,14297868,2,0,1,0,0,1,2
301,17298364,2,0,1,0,0,1,2
302,113514650,2,1,1,0,0,0,2
303,15651039,2,0,1,0,0,1,2
304,373104438,2,1,1,0,0,0,2
305,17475920,2,1,0,0,0,1,2
306,24845635,2,1,1,0,0,0,2
307,21692557,2,1,0,1,0,0,2
308,17024004,2,0,1,0,0,1,2
309,261762662,2,0,0,0,1,1,2
310,15933910,2,1,0,0,0,1,2
311,15551795,2,0,1,0,0,1,2
312,25928253,2,0,1,0,0,1,2
313,319094338,2,0,0,0,1,1,2
314,141598384,2,1,0,0,0,1,2
315,28729351,2,0,1,0,0,1,2
316,256610829,2,0,1,0,0,1,2
317,41894068,2,1,1,0,0,0,2
318,26565946,2,0,1,0,0,1,2
319,1769551,2,0,1,0,0,1,2
320,25103000,2,0,1,1,0,0,2
321,23375688,2,0,1,0,0,1,2
322,21447363,2,0,1,0,0,1,2
323,154584937,2,1,0,1,0,0,2
324,42707220,2,0,1,0,0,1,2
325,17232597,2,0,1,0,0,1,2
326,498876242,2,0,0,0,1,1,2
327,22694674,2,1,0,1,0,0,2
328,30916176,2,1,0,0,0,1,2
329,17919972,2,0,1,0,0,1,2
330,114049072,2,1,1,0,0,0,2
331,14769365,2,1,0,1,0,0,2
332,53297035,2,0,1,1,0,0,2
333,43627602,2,0,1,0,0,1,2
334,15631903,2,0,1,0,0,1,2
335,22830044,2,1,1,0,0,0,2
336,16258898,2,1,0,0,0,1,2
337,85579822,2,0,0,1,0,1,2
338,17429696,2,0,0,1,0,1,2
339,45289787,2,0,1,0,0,1,2
340,14395321,2,0,1,0,0,1,2
341,14803701,2,1,1,0,0,0,2
342,13787352,2,0,1,0,0,1,2
343,103943552,2,0,1,0,0,1,2
344,15573183,1,0,1,0,0,0,1
345,29840295,1,0,1,0,0,0,1
346,243028381,1,0,1,0,0,0,1
347,17718497,1,0,1,0,0,0,1
348,427849860,1,0,1,0,0,0,1
349,6487292,1,0,1,0,0,0,1
350,16106552,1,0,1,0,0,0,1
351,17358768,1,0,1,0,0,0,1
352,24852465,1,0,1,0,0,0,1
353,19192100,1,0,1,0,0,0,1
354,156123587,1,0,1,0,0,0,1
355,249995485,1,0,1,0,0,0,1
356,61387670,1,0,1,0,0,0,1
357,14056374,1,0,1,0,0,0,1
358,359627132,1,0,1,0,0,0,1
359,119235943,1,0,1,0,0,0,1
360,17010265,1,0,1,0,0,0,1
361,310332773,1,0,1,0,0,0,1
362,220865178,1,0,1,0,0,0,1
363,2411385128,1,0,1,0,0,0,1
364,27146116,1,0,1,0,0,0,1
365,162626477,1,0,1,0,0,0,1
366,96664830,1,0,1,0,0,0,1
367,32692980,1,0,1,0,0,0,1
368,201035181,1,0,1,0,0,0,1
369,15635123,1,0,1,0,0,0,1
370,205063367,1,0,1,0,0,0,1
371,110840720,1,0,1,0,0,0,1
372,73738995,1,0,1,0,0,0,1
373,153694176,1,0,1,0,0,0,1
374,17892370,1,0,1,0,0,0,1
375,65773523,1,0,1,0,0,0,1
376,209994211,1,0,1,0,0,0,1
377,72598780,1,0,1,0,0,0,1
378,235716665,1,0,1,0,0,0,1
379,355307031,1,0,1,0,0,0,1
380,29248958,1,0,1,0,0,0,1
381,43803786,1,0,1,0,0,0,1
382,87239242,1,0,1,0,0,0,1
383,66561957,1,0,1,0,0,0,1
384,48100887,1,0,1,0,0,0,1
385,499073990,1,0,1,0,0,0,1
386,229219088,1,0,1,0,0,0,1
387,383806661,1,0,1,0,0,0,1
388,373975061,1,0,1,0,0,0,1
389,180505807,1,0,1,0,0,0,1
390,1198406491,1,0,1,0,0,0,1
391,20196258,1,0,1,0,0,0,1
392,1588486417,1,0,1,0,0,0,1
393,128626186,1,0,1,0,0,0,1
394,322803070,1,0,1,0,0,0,1
395,608718058,1,0,1,0,0,0,1
396,31080039,1,0,1,0,0,0,1
397,419859222,1,0,1,0,0,0,1
398,28706024,1,0,1,0,0,0,1
399,26918986,1,0,1,0,0,0,1
400,31239408,1,0,1,0,0,0,1
401,268439864,1,0,1,0,0,0,1
402,563940069,1,0,1,0,0,0,1
403,59949396,1,0,1,0,0,0,1
404,129575180,1,0,1,0,0,0,1
405,242048116,1,0,1,0,0,0,1
406,262359713,1,0,1,0,0,0,1
407,31583155,1,0,1,0,0,0,1
408,29784606,1,0,1,0,0,0,1
409,108797271,1,0,1,0,0,0,1
410,3449731814,1,0,1,0,0,0,1
411,186598799,1,0,1,0,0,0,1
412,184596818,1,0,1,0,0,0,1
413,110775637,1,0,1,0,0,0,1
414,49603785,1,0,1,0,0,0,1
415,25533939,1,0,1,0,0,0,1
416,244243477,1,0,1,0,0,0,1
417,1396607436,1,0,1,0,0,0,1
418,67197351,1,0,1,0,0,0,1
419,23148645,1,0,1,0,0,0,1
420,69365159,1,0,1,0,0,0,1
421,1227805225,1,0,1,0,0,0,1
422,326821147,1,0,1,0,0,0,1
423,571083342,1,0,1,0,0,0,1
424,242516347,1,0,1,0,0,0,1
425,24807616,1,0,1,0,0,0,1
426,748602750,1,0,1,0,0,0,1
427,15676578,1,0,1,0,0,0,1
428,36682388,1,0,1,0,0,0,1
429,15317676,1,0,1,0,0,0,1
430,469093381,1,0,1,0,0,0,1
431,41229669,1,0,1,0,0,0,1
432,305834073,1,0,1,0,0,0,1
433,398309235,1,0,1,0,0,0,1
434,530882834,1,0,1,0,0,0,1
435,1893886027,1,0,1,0,0,0,1
436,55122142,1,0,1,0,0,0,1
437,17066391,1,0,1,0,0,0,1
438,43283406,1,0,1,0,0,0,1
439,183253070,1,0,1,0,0,0,1
440,122992750,1,0,1,0,0,0,1
441,290910317,1,0,1,0,0,0,1
442,26598447,1,0,1,0,0,0,1
443,485337447,1,0,1,0,0,0,1
444,21632757,1,0,1,0,0,0,1
445,150102668,1,0,1,0,0,0,1
446,80655102,1,0,1,0,0,0,1
447,16477594,1,0,1,0,0,0,1
448,115674870,1,0,1,0,0,0,1
449,2216945533,1,0,1,0,0,0,1
450,131166463,1,0,1,0,0,0,1
451,166655924,1,0,1,0,0,0,1
452,50008018,1,0,1,0,0,0,1
453,2649180901,1,0,1,0,0,0,1
454,820674420,1,0,1,0,0,0,1
455,192635623,1,0,1,0,0,0,1
456,59624844,1,0,1,0,0,0,1
457,15680571,1,0,1,0,0,0,1
458,191504048,1,0,1,0,0,0,1
459,113439399,1,0,1,0,0,0,1
460,748678728,1,0,1,0,0,0,1
461,116331114,1,0,1,0,0,0,1
462,177389908,1,0,1,0,0,0,1
463,50289393,1,0,1,0,0,0,1
464,43493214,1,0,1,0,0,0,1
465,110557285,1,0,1,0,0,0,1
466,1449284184,1,0,1,0,0,0,1
467,32471744,1,0,1,0,0,0,1
468,193477235,1,0,1,0,0,0,1
469,77037315,1,0,1,0,0,0,1
470,2613256884,1,0,1,0,0,0,1
471,2927758254,1,0,1,0,0,0,1
472,284181046,1,0,1,0,0,0,1
473,24531730,1,0,1,0,0,0,1
474,18351403,1,0,1,0,0,0,1
475,2525860722,1,0,1,0,0,0,1
476,32965970,1,0,1,0,0,0,1
477,46116615,1,0,1,0,0,0,1
478,11666922,1,0,1,0,0,0,1
479,20830520,1,0,1,0,0,0,1
480,41509378,1,0,1,0,0,0,1
481,61880886,1,0,1,0,0,0,1
482,337663391,1,0,1,0,0,0,1
483,560643476,1,0,1,0,0,0,1
484,18716431,1,0,1,0,0,0,1
485,36220671,1,0,1,0,0,0,1
486,64814088,1,0,1,0,0,0,1
487,22664094,1,0,1,0,0,0,1
488,9199782,1,0,1,0,0,0,1
489,64258812,1,0,1,0,0,0,1
490,2480636886,1,0,1,0,0,0,1
491,2387914692,1,0,1,0,0,0,1
492,3221606581,1,0,1,0,0,0,1
493,2332132455,1,0,1,0,0,0,1
494,770215369,1,0,1,0,0,0,1
495,119228939,1,0,1,0,0,0,1
496,43210680,1,0,1,0,0,0,1
497,119174978,1,0,1,0,0,0,1
498,491350825,1,0,1,0,0,0,1
499,147984406,1,0,1,0,0,0,1
500,431902132,1,0,1,0,0,0,1
501,223468754,1,0,1,0,0,0,1
502,447559077,1,0,1,0,0,0,1
503,122130739,1,0,1,0,0,0,1
504,271788265,1,0,1,0,0,0,1
505,97505981,1,0,1,0,0,0,1
506,127431090,1,0,1,0,0,0,1
507,24503334,1,0,1,0,0,0,1
508,2299941582,1,0,1,0,0,0,1
509,16153286,1,0,1,0,0,0,1
510,547076239,1,0,1,0,0,0,1
511,21917172,1,0,1,0,0,0,1
512,1686304615,1,0,1,0,0,0,1
513,2586298274,1,0,1,0,0,0,1
514,344165231,1,0,1,0,0,0,1
515,109660695,1,0,1,0,0,0,1
516,123639602,1,0,1,0,0,0,1
517,48399528,1,0,1,0,0,0,1
518,14575107,1,0,1,0,0,0,1
519,26271890,1,0,1,0,0,0,1
520,1720132285,1,0,1,0,0,0,1
521,563957624,1,0,1,0,0,0,1
522,678543,1,0,1,0,0,0,1
523,85586404,1,0,1,0,0,0,1
524,46785794,1,0,1,0,0,0,1
525,18854640,1,0,1,0,0,0,1
526,11667342,1,0,1,0,0,0,1
527,2578702152,1,0,1,0,0,0,1
528,67620081,1,0,1,0,0,0,1
529,16015780,1,0,1,0,0,0,1
530,1952696875,1,0,1,0,0,0,1
531,15906442,1,0,1,0,0,0,1
532,2460398515,1,0,1,0,0,0,1
533,18767991,1,0,1,0,0,0,1
534,2458414939,1,0,1,0,0,0,1
535,802659320,1,0,1,0,0,0,1
536,19700731,1,0,1,0,0,0,1
537,87939089,1,0,1,0,0,0,1
538,71137085,1,0,1,0,0,0,1
539,23957080,1,0,1,0,0,0,1
540,30500047,1,0,1,0,0,0,1
541,19958043,1,0,1,0,0,0,1
542,15912441,1,0,1,0,0,0,1
543,16742663,1,0,1,0,0,0,1
544,39710561,1,0,1,0,0,0,1
545,34182484,1,0,1,0,0,0,1
546,36218435,1,0,1,0,0,0,1
547,86084622,1,0,1,0,0,0,1
548,24214868,1,0,1,0,0,0,1
549,26961500,1,0,1,0,0,0,1
550,33547480,1,0,1,0,0,0,1
551,18640123,1,0,1,0,0,0,1
552,28524351,1,0,1,0,0,0,1
553,91355232,1,0,1,0,0,0,1
554,163685354,1,0,1,0,0,0,1
555,14096570,1,0,1,0,0,0,1
556,23249513,1,0,1,0,0,0,1
557,19407053,1,0,1,0,0,0,1
558,15165057,1,0,1,0,0,0,1
559,20133364,1,0,1,0,0,0,1
560,30322063,1,0,1,0,0,0,1
561,2297920962,1,0,1,0,0,0,1
562,24380610,1,0,1,0,0,0,1
563,18889993,1,0,1,0,0,0,1
564,22690249,1,0,1,0,0,0,1
565,27832940,1,0,1,0,0,0,1
566,408806928,1,0,1,0,0,0,1
567,92201899,1,0,1,0,0,0,1
568,15512157,1,0,1,0,0,0,1
569,94990079,1,0,1,0,0,0,1
570,317961494,1,0,1,0,0,0,1
571,14964841,1,0,1,0,0,0,1
572,491431419,1,0,1,0,0,0,1
573,2434084468,1,0,1,0,0,0,1
574,304407146,1,0,1,0,0,0,1
575,183116310,1,0,1,0,0,0,1
576,87691035,1,0,1,0,0,0,1
577,868496120,1,0,1,0,0,0,1
578,442892321,1,0,1,0,0,0,1
579,83299867,1,0,1,0,0,0,1
580,234802473,1,0,1,0,0,0,1
581,313863251,1,0,1,0,0,0,1
582,150905680,1,0,1,0,0,0,1
583,191086081,1,0,1,0,0,0,1
584,67658338,1,0,1,0,0,0,1
585,14668648,1,0,1,0,0,0,1
586,19597937,1,0,1,0,0,0,1
587,77446833,1,0,1,0,0,0,1
588,417366772,1,0,1,0,0,0,1
589,2353901892,1,0,1,0,0,0,1
590,1445138454,1,0,1,0,0,0,1
591,1223129569,1,0,1,0,0,0,1
592,104956727,1,0,1,0,0,0,1
593,19940419,1,0,1,0,0,0,1
594,2372096533,1,0,1,0,0,0,1
595,397706029,1,0,1,0,0,0,1
596,27477621,1,0,1,0,0,0,1
597,196203863,1,0,1,0,0,0,1
598,2352726432,1,0,1,0,0,0,1
599,355616401,1,0,1,0,0,0,1
600,360091997,1,0,1,0,0,0,1
601,888052794,1,0,1,0,0,0,1
602,88970378,1,0,1,0,0,0,1
603,977774280,1,0,1,0,0,0,1
604,106238562,1,0,1,0,0,0,1
605,73216276,1,0,1,0,0,0,1
606,236571181,1,0,1,0,0,0,1
607,161910151,1,0,1,0,0,0,1
608,345718870,1,0,1,0,0,0,1
609,62889293,1,0,1,0,0,0,1
610,297097467,1,0,1,0,0,0,1
611,18682378,1,0,1,0,0,0,1
612,331815308,1,0,1,0,0,0,1
613,902397488,1,0,1,0,0,0,1
614,45034803,1,0,1,0,0,0,1
615,95436695,1,0,1,0,0,0,1
616,26877970,1,0,1,0,0,0,1
617,921484105,1,0,1,0,0,0,1
618,416723522,1,0,1,0,0,0,1
619,63170682,1,0,1,0,0,0,1
620,409387669,1,0,1,0,0,0,1
621,26475758,1,0,1,0,0,0,1
622,15986973,1,0,1,0,0,0,1
623,487177248,1,0,1,0,0,0,1
624,236022082,1,0,1,0,0,0,1
625,56347280,1,0,1,0,0,0,1
626,218702702,1,0,1,0,0,0,1
627,322118635,1,0,1,0,0,0,1
628,127034065,1,0,1,0,0,0,1
629,159066118,1,0,1,0,0,0,1
630,20697564,1,0,1,0,0,0,1
631,39478088,1,0,1,0,0,0,1
632,2319754532,1,0,1,0,0,0,1
633,215233095,1,0,1,0,0,0,1
634,99585457,1,0,1,0,0,0,1
635,25753768,1,0,1,0,0,0,1
636,838767702,1,0,1,0,0,0,1
637,860184476,1,0,1,0,0,0,1
638,117534188,1,0,1,0,0,0,1
639,1270983182,1,0,1,0,0,0,1
640,278547178,1,0,1,0,0,0,1
641,27306783,1,0,1,0,0,0,1
642,162117009,1,0,1,0,0,0,1
643,831214873,1,0,1,0,0,0,1
644,1539556968,1,0,1,0,0,0,1
645,178975036,1,0,1,0,0,0,1
646,90559841,1,0,1,0,0,0,1
647,114540064,1,0,1,0,0,0,1
648,41250081,1,0,1,0,0,0,1
649,460828941,1,0,1,0,0,0,1
650,73059980,1,0,1,0,0,0,1
651,1429615082,1,0,1,0,0,0,1
652,21637626,1,0,1,0,0,0,1
653,36819021,1,0,1,0,0,0,1
654,25581439,1,0,1,0,0,0,1
655,2325541024,1,0,1,0,0,0,1
656,16485790,1,0,1,0,0,0,1
657,284825136,1,0,1,0,0,0,1
658,328327188,1,0,1,0,0,0,1
659,375335520,1,0,1,0,0,0,1
660,482164506,1,0,1,0,0,0,1
661,70514215,1,0,1,0,0,0,1
662,2860433097,1,0,1,0,0,0,1
663,235290004,1,0,1,0,0,0,1
664,356089470,1,0,1,0,0,0,1
665,20327593,1,0,1,0,0,0,1
666,2467592239,1,0,1,0,0,0,1
667,208045361,1,0,1,0,0,0,1
668,427602476,1,0,1,0,0,0,1
669,19621110,1,0,1,0,0,0,1
670,414292990,1,0,1,0,0,0,1
671,119595756,1,0,1,0,0,0,1
672,16372920,1,0,1,0,0,0,1
673,462303213,1,0,1,0,0,0,1
674,2360939163,1,0,1,0,0,0,1
675,2275103288,1,0,1,0,0,0,1
676,1827747336,1,0,1,0,0,0,1
677,2385895560,1,0,1,0,0,0,1
678,1606348501,1,0,1,0,0,0,1
679,39916138,1,0,1,0,0,0,1
680,294352411,1,0,1,0,0,0,1
681,460591636,1,0,1,0,0,0,1
682,338843727,1,0,1,0,0,0,1
683,26896746,1,0,1,0,0,0,1
684,2735591,1,0,1,0,0,0,1
