,id,following,1_@EsteeLauder,2_@dermalogica,3_@Neutrogena,4_@cerave,5_@SkinCeuticals,n_brand_following
242,1572464841264070656,2,1,0,0,0,1,2
243,1539649799124811776,2,0,1,0,0,1,2
244,1575844355604041729,2,1,0,0,0,1,2
245,1538935623977160704,2,0,1,0,0,1,2
246,2835160069,2,1,0,0,1,0,2
247,2342988674,2,0,0,1,1,0,2
248,1538962123849465856,2,1,1,0,0,0,2
249,985258452523077632,2,0,0,0,1,1,2
250,1538866763676401664,2,0,1,0,0,1,2
251,1539634094404943872,2,0,1,0,0,1,2
252,1561279242134224896,2,1,0,0,0,1,2
253,1526996083544670209,2,1,1,0,0,0,2
254,1451308675981840388,2,0,1,0,0,1,2
255,1539652898656862209,2,0,1,0,0,1,2
256,1514872191053344770,2,0,1,0,0,1,2
257,1560708036607590402,2,0,0,1,1,0,2
258,1551412277269565440,2,1,0,0,1,0,2
259,1538529934552997890,2,0,1,0,0,1,2
260,1529817278518542336,2,0,1,0,0,1,2
261,1538549033156976645,2,0,1,0,0,1,2
262,1255556204052480012,2,0,0,1,1,0,2
263,1538559722885812224,2,0,1,0,0,1,2
264,1560242840793399301,2,1,0,0,1,0,2
265,1538755143247724545,2,0,1,0,0,1,2
266,1538576392580898818,2,0,1,0,0,1,2
267,1489823739722141696,2,1,0,1,0,0,2
268,1142955225625612290,2,0,0,0,1,1,2
269,1380673868881403905,2,0,1,1,0,0,2
270,1333406903024627712,2,1,0,1,0,0,2
271,472362203,2,0,0,1,1,0,2
272,587714983,2,0,1,0,0,1,2
273,1511729437951369224,2,0,0,0,1,1,2
274,1374754653938843650,2,0,1,0,0,1,2
275,1539401334126002182,2,0,1,0,0,1,2
276,1283179403246067712,2,0,1,1,0,0,2
277,1533418502690062336,2,0,1,0,0,1,2
278,1571060001229381632,2,1,0,0,1,0,2
279,1532710221763776512,2,0,1,0,0,1,2
280,3045873974,2,1,0,0,1,0,2
281,1501709850086154241,2,1,0,1,0,0,2
282,1539427851631742976,2,0,1,0,0,1,2
283,1539336179069353992,2,0,1,0,0,1,2
284,1567081709237043202,2,0,0,1,1,0,2
285,1462821484922032138,2,0,0,1,0,1,2
286,1562251140023984128,2,1,0,1,0,0,2
287,1484245394213294082,2,0,1,0,0,1,2
288,1544036910967844864,2,1,0,0,0,1,2
289,1539526525862780928,2,0,1,0,0,1,2
290,1558105331082862592,2,1,0,0,1,0,2
291,1539277297827594243,2,0,1,0,0,1,2
292,1539165731153141761,2,0,1,0,0,1,2
293,1173346639110557696,2,0,0,1,1,0,2
294,4924890448,2,1,0,0,0,1,2
295,1539170371030630401,2,0,1,0,0,1,2
296,1539163083373002752,2,0,1,0,0,1,2
297,1212484157407821824,2,0,1,1,0,0,2
298,1539212033253642241,2,1,1,0,0,0,2
299,284635237,2,0,0,0,1,1,2
300,1509211326689783808,2,1,1,0,0,0,2
301,1470189169884286976,2,0,1,0,0,1,2
302,1347242051960762368,2,0,0,1,1,0,2
303,1482122366381703176,2,0,0,0,1,1,2
304,1534287621253255168,2,1,1,0,0,0,2
305,1128702006875398144,2,0,1,1,0,0,2
306,865195013998772226,2,0,0,1,1,0,2
307,1149371559867498497,2,0,0,1,1,0,2
308,1542241449139490824,2,1,1,0,0,0,2
309,1548798301583167489,2,1,0,0,1,0,2
310,1529789153302413312,2,0,0,1,1,0,2
311,1561632438828384256,2,0,0,0,1,1,2
312,1537335358127489025,2,0,1,0,0,1,2
313,1553737071927635968,2,1,0,0,1,0,2
314,1481641535112302609,2,1,0,0,0,1,2
315,1519430246596059137,2,1,0,0,1,0,2
316,2158940720,2,0,0,1,1,0,2
317,1549382540682825729,2,1,1,0,0,0,2
318,1537498268871139330,2,0,1,0,0,1,2
319,917725406895198209,2,0,1,0,0,1,2
320,1033009289332502528,2,0,0,1,0,1,2
321,1510337169952489487,2,1,1,0,0,0,2
322,1562503122731208704,2,0,0,1,1,0,2
323,1569319114954477568,2,0,0,1,1,0,2
324,480739405,2,0,0,0,1,1,2
325,1575094316304941058,2,1,0,0,0,1,2
326,1537640061877030912,2,0,1,0,0,1,2
327,1537324099231440900,2,0,1,0,0,1,2
328,1534564201372565505,2,0,1,0,0,1,2
329,1537290942130044928,2,0,1,0,0,1,2
330,1540782211875618817,2,1,1,0,0,0,2
331,1192076423676256257,2,0,1,1,0,0,2
332,1546513760503836674,2,1,0,0,0,1,2
333,1387423716682911748,2,0,0,1,1,0,2
334,1444606762326298626,2,0,1,0,0,1,2
335,1540001902573899776,2,0,1,0,0,1,2
336,1040951456352886784,2,0,1,0,0,1,2
337,1561666705490952192,2,0,0,0,1,1,2
338,1559021127996829699,2,1,1,0,0,0,2
339,1571445511856574465,2,1,0,0,0,1,2
340,1563518315812700161,2,1,0,0,0,1,2
341,1537049302765387777,2,1,1,0,0,0,2
342,1516858867078021122,2,1,0,0,0,1,2
343,1537213623394783236,2,1,1,0,0,0,2
344,942309400554774528,2,1,0,0,1,0,2
345,1438271082675511300,2,0,1,0,0,1,2
346,1450230974026035203,2,0,0,1,1,0,2
347,1572687404858998784,2,0,1,0,0,1,2
348,1545914068707356672,2,1,0,0,0,1,2
349,1575652179251429376,2,1,0,0,0,1,2
350,1534276778243543041,2,1,0,1,0,0,2
351,1531663144254324736,2,0,1,0,0,1,2
352,473639224,2,1,1,0,0,0,2
353,1538292334596456448,2,0,1,0,0,1,2
354,1539825833912594432,2,0,1,0,0,1,2
355,1545106619977142272,2,0,0,0,1,1,2
356,563127737,2,0,1,0,0,1,2
357,898803644681900032,2,0,1,0,0,1,2
358,1455489099050201090,2,0,0,1,1,0,2
359,1454796611897344016,2,0,0,1,1,0,2
360,1538441270959669248,2,0,1,0,0,1,2
361,1538452964381446144,2,0,1,0,0,1,2
362,1353550662022426626,2,0,1,0,0,1,2
363,1538170851303968768,2,0,1,0,0,1,2
364,1538149193231089666,2,0,1,0,0,1,2
365,1548612128340336640,2,1,0,0,1,0,2
366,281637519,2,0,1,0,0,1,2
367,1066434828302733312,2,0,1,1,0,0,2
368,1291518701057998849,2,0,0,1,1,0,2
369,892749138676285440,2,0,1,0,0,1,2
370,1544091719045718016,2,0,1,0,0,1,2
371,1.24790665235712e+18,2,1,0,0,1,0,2
372,754404935345790976,2,0,1,0,0,1,2
373,1543066788329578498,2,0,0,0,1,1,2
374,1569415327028596741,2,0,0,1,1,0,2
375,1416931403745300482,2,0,1,1,0,0,2
376,1459280657469878279,2,0,1,0,0,1,2
377,1503036240261693451,2,0,1,0,1,0,2
378,1537922292449042433,2,0,1,0,0,1,2
379,1538060249168756736,2,0,1,0,0,1,2
380,1510853310516908037,2,0,1,0,0,1,2
381,1534268381943275520,2,0,1,0,0,1,2
382,1557976983597854720,2,0,0,0,1,1,2
383,1184140570182193154,2,0,1,0,0,1,2
384,1574931578773540866,2,0,0,0,1,1,2
385,1530976825123520515,2,0,1,0,0,1,2
386,911251069,2,1,0,0,0,1,2
387,866698038,2,1,0,0,0,1,2
388,1563163425421012998,2,1,0,0,0,1,2
389,1275846175330045952,2,0,1,1,0,0,2
390,1528684053184094208,2,0,1,0,0,1,2
391,1531032686764208133,2,0,1,0,0,1,2
392,1561541254973898752,2,0,0,1,1,0,2
393,1551716842942734338,2,0,1,0,0,1,2
394,1543345345253593089,2,1,0,0,0,1,2
395,1267577546041942016,2,0,0,1,1,0,2
396,1565486222616788992,2,1,0,1,0,0,2
397,1538881803100078084,2,1,0,0,0,1,2
398,1571219579501744128,2,1,0,0,0,1,2
399,1570173171747233792,2,1,0,0,1,0,2
400,7.18155376219136e+17,2,1,0,1,0,0,2
401,1483618485490094082,2,1,1,0,0,0,2
402,1442173292966670338,2,0,1,0,0,1,2
403,1530876709028909056,2,0,1,0,0,1,2
404,1574030488280469505,2,1,0,0,1,0,2
405,1541640782763151360,2,0,0,0,1,1,2
406,1555210595691106304,2,0,0,1,1,0,2
407,1530805209898881024,2,0,1,0,0,1,2
408,1530823198119366656,2,0,1,0,0,1,2
409,1483546250880294916,2,0,1,1,0,0,2
410,1578665344813735936,2,1,0,0,0,1,2
411,1530950131490619395,2,0,1,0,0,1,2
412,1530883022664482817,2,0,1,0,0,1,2
413,2778784992,2,1,0,1,0,0,2
414,1494399501095866375,2,0,0,1,1,0,2
415,722955564666355712,2,0,0,1,1,0,2
416,1533073749590671361,2,1,1,0,0,0,2
417,1541696134720389120,2,0,1,0,0,1,2
418,1552136368477949953,2,1,0,0,1,0,2
419,1506616979603533830,2,0,1,0,0,1,2
420,1519444632836485135,2,1,0,1,0,0,2
421,1519830146626117632,2,0,0,0,1,1,2
422,1550245846125617152,2,0,0,0,1,1,2
423,1546297043689275394,2,0,1,0,0,1,2
424,1416478948674916358,2,1,0,0,1,0,2
425,1531326561110065152,2,0,1,0,0,1,2
426,1516555445619601413,2,1,0,1,0,0,2
427,1541758193633837057,2,0,1,0,0,1,2
428,1541769292005474306,2,0,1,0,0,1,2
429,1540968431469506560,2,0,1,0,0,1,2
430,1566098153828409344,2,1,0,0,0,1,2
431,1531393499941289985,2,0,1,0,0,1,2
432,1164592581541552128,2,0,1,0,0,1,2
433,1472943272033148938,2,0,1,0,0,1,2
434,1322316370395226112,2,0,1,0,1,0,2
435,1531469354264584194,2,0,1,0,0,1,2
436,1553768882011521024,2,1,0,0,0,1,2
437,990589954760814592,2,0,1,0,0,1,2
438,1545794851945549825,2,0,1,0,0,1,2
439,1574760705923944449,2,0,0,1,1,0,2
440,1496144601509470214,2,0,1,0,0,1,2
441,1560687789842128896,2,1,0,0,0,1,2
442,1546424293025890307,2,0,1,0,0,1,2
443,1574699561490194432,2,0,0,1,1,0,2
444,1531205076387233794,2,0,1,0,0,1,2
445,1541083329251790848,2,0,1,0,0,1,2
446,1269459127576731655,2,0,0,1,1,0,2
447,1539492479870836737,2,1,0,0,1,0,2
448,1531297459854782465,2,0,1,0,0,1,2
449,1543067307026526208,2,1,0,0,0,1,2
450,1570862846971453440,2,1,0,0,1,0,2
451,1065380460996567042,2,1,0,1,0,0,2
452,252229826,2,0,1,0,1,0,2
453,880611958759837700,2,0,1,0,0,1,2
454,715630036397654016,2,0,1,1,0,0,2
455,1530758564200910849,2,0,1,0,0,1,2
456,3119600309,2,0,0,0,1,1,2
457,1530718690471190529,2,0,1,0,0,1,2
458,1533538314459938816,2,1,0,1,0,0,2
459,1523046307887263751,2,1,0,1,0,0,2
460,1524670395043172352,2,0,1,0,0,1,2
461,577567617,2,0,0,1,1,0,2
462,1544881245317804033,2,0,0,0,1,1,2
463,1342912700876279819,2,1,0,0,1,0,2
464,1484042698206105600,2,1,0,1,0,0,2
465,1564085328742195201,2,0,0,1,1,0,2
466,1540097896632225792,2,0,0,0,1,1,2
467,1503406528723775493,2,0,1,0,0,1,2
468,1512074938311536651,2,0,1,1,0,0,2
469,1574459018696851456,2,1,0,0,1,0,2
470,1038285834871549952,2,0,1,0,0,1,2
471,1542054134781706241,2,0,0,0,1,1,2
472,1532436511852986373,2,0,1,0,0,1,2
473,1557142938345431040,2,1,0,0,0,1,2
474,1547326373101961217,2,0,1,0,0,1,2
475,1556979292105592834,2,1,0,1,0,0,2
476,1536847929520054272,2,0,0,1,1,0,2
477,1547890454103875589,2,0,1,0,0,1,2
478,1541622545165737984,2,0,0,1,1,0,2
479,1538126287516098560,2,1,0,0,0,1,2
480,1234829498534641666,2,0,0,0,1,1,2
481,537184386,2,1,0,1,0,0,2
482,1512356851266080768,2,0,1,0,0,1,2
483,1502941737517555712,2,0,0,0,1,1,2
484,1541074686603304960,2,0,0,0,1,1,2
485,1338846215929167873,2,1,0,0,0,1,2
486,843470774639968256,2,0,0,0,1,1,2
487,305108467,2,1,0,0,0,1,2
488,63562676,2,0,1,0,0,1,2
489,1541363554862915586,2,0,1,0,0,1,2
490,1548921636753403904,2,1,1,0,0,0,2
491,1557230646564642816,2,1,0,0,1,0,2
492,812856917458583553,2,0,1,1,0,0,2
493,1523853348075565056,2,1,0,0,0,1,2
494,382291773,2,0,1,1,0,0,2
495,1530603011541766148,2,0,1,0,0,1,2
496,1546906031674085377,2,0,1,0,0,1,2
497,1133411268247687169,2,1,0,0,1,0,2
498,1550909010425044993,2,1,1,0,0,0,2
499,1367048998452826115,2,0,0,0,1,1,2
500,637239491,2,0,0,0,1,1,2
501,1494923657163984897,2,0,1,0,0,1,2
502,1573032200278364170,2,1,0,0,0,1,2
503,1531585176404623362,2,0,1,0,0,1,2
504,1541717683603128325,2,0,0,0,1,1,2
505,1489912169626017795,2,0,1,1,0,0,2
506,1541669767068745729,2,0,0,0,1,1,2
507,360825801,2,1,0,0,0,1,2
508,1541649509268299776,2,0,0,0,1,1,2
509,1524386142417735680,2,1,0,0,1,0,2
510,1371151356,2,0,0,1,1,0,2
511,2445672847,2,1,0,1,0,0,2
512,1541503639746920449,2,0,1,0,0,1,2
513,118549742,2,0,0,0,1,1,2
514,1544982237115998215,2,0,0,1,1,0,2
515,1571982029557751814,2,1,0,1,0,0,2
516,1532154290214690816,2,1,0,0,0,1,2
517,2580865247,2,0,0,1,1,0,2
518,1502608391633481731,2,0,0,1,1,0,2
519,227002661,2,0,1,0,1,0,2
520,1128675771570982914,2,0,0,0,1,1,2
521,3471879022,2,1,0,0,1,0,2
522,1061369037672927233,2,0,0,0,1,1,2
523,730074481176109057,2,1,0,0,1,0,2
524,1563723086234533888,2,1,0,0,0,1,2
525,1575592089890344960,2,0,0,0,1,1,2
526,1546852997354999809,2,0,1,0,0,1,2
527,2321873801,2,1,0,0,1,0,2
528,1399553177163239429,2,0,0,1,1,0,2
529,154123826,2,1,0,0,0,1,2
530,1531508079203786758,2,0,1,0,0,1,2
531,22327273,2,0,0,1,0,1,2
532,1540840274947149826,2,0,0,0,1,1,2
533,1129071714732838912,2,1,0,0,0,1,2
534,1226667159704809473,2,0,0,0,1,1,2
535,1550573992997789696,2,1,0,0,0,1,2
536,1557839501757763584,2,1,0,0,1,0,2
537,1570869130236141569,2,1,0,0,0,1,2
538,1300094532479000578,2,1,0,0,0,1,2
539,1553288172313927680,2,0,0,0,1,1,2
540,1566414187395534848,2,1,0,0,0,1,2
541,1555194027510841344,2,1,0,0,1,0,2
542,1576952045894275072,2,1,0,0,0,1,2
543,1533199850552143873,2,0,0,0,1,1,2
544,1523288922025037824,2,0,1,0,1,0,2
545,1415901756786024448,2,1,0,0,1,0,2
546,1545383466069626883,2,0,1,0,0,1,2
547,1487778721612271619,2,0,0,0,1,1,2
548,1540994715218223112,2,0,0,0,1,1,2
549,1532834006630375424,2,1,1,0,0,0,2
550,1540939501522268161,2,0,0,0,1,1,2
551,1540656507460648962,2,0,1,0,0,1,2
552,1541386168364933120,2,0,0,0,1,1,2
553,1566540904294490117,2,1,0,0,0,1,2
554,44315269,2,1,1,0,0,0,2
555,1539994651918229504,2,0,1,0,0,1,2
556,1476803292105687042,2,1,0,0,0,1,2
557,1548188711577214976,2,1,0,0,1,0,2
558,1564478550366769152,2,0,0,0,1,1,2
559,1125094842676256769,2,1,0,0,0,1,2
560,1539423773580877824,2,1,0,0,0,1,2
561,1395670716192788481,2,0,0,1,1,0,2
562,1517452077265731584,2,0,1,0,0,1,2
563,1530251266433003522,2,0,1,1,0,0,2
564,1361395419977117697,2,1,1,0,0,0,2
565,153212286,2,0,1,0,0,1,2
566,1539577769109094400,2,1,0,0,0,1,2
567,1542895597069520897,2,1,0,0,1,0,2
568,1558662077488795648,2,0,0,1,1,0,2
569,1508183112894894081,2,0,0,0,1,1,2
570,1535239501756477442,2,1,0,1,0,0,2
571,1432575717431287809,2,0,1,0,0,1,2
572,1553130510288916480,2,1,0,1,0,0,2
573,1542972523851030530,2,0,1,0,1,0,2
574,1522155541841473536,2,0,1,0,0,1,2
575,1556242196386287616,2,0,0,0,1,1,2
576,1128955916798218240,2,0,1,0,0,1,2
577,1541583932688416768,2,1,0,0,0,1,2
578,1509205569349070849,2,0,1,0,0,1,2
579,1555628738779328512,2,1,0,0,1,0,2
580,872299196,2,0,1,1,0,0,2
581,1485975964425277441,2,1,0,0,1,0,2
582,1513965282104320001,2,0,0,0,1,1,2
583,1451402089091977237,2,0,1,0,0,1,2
584,1533819892788613120,2,1,1,0,0,0,2
