,id,following,1_@EsteeLauder,2_@dermalogica,3_@Neutrogena,4_@cerave,5_@SkinCeuticals,n_brand_following
4081,1211386258687062016,1,1,0,0,0,0,1
4082,1541165327874232322,1,1,0,0,0,0,1
4083,1541172859984388096,1,1,0,0,0,0,1
4084,1541190591379345408,1,1,0,0,0,0,1
4085,1541198096880869378,1,1,0,0,0,0,1
4086,1541297087085780994,1,1,0,0,0,0,1
4087,2319276074,1,1,0,0,0,0,1
4088,889444609796997120,1,1,0,0,0,0,1
4089,1355847044,1,1,0,0,0,0,1
4090,1541229098340589568,1,1,0,0,0,0,1
4091,1541260848269824000,1,1,0,0,0,0,1
4092,1541264924751568903,1,1,0,0,0,0,1
4093,1231132830303866880,1,1,0,0,0,0,1
4094,1541190691795222529,1,1,0,0,0,0,1
4095,740028180006723585,1,1,0,0,0,0,1
4096,1541448092985298950,1,1,0,0,0,0,1
4097,1541523836075638784,1,1,0,0,0,0,1
4098,3386189692,1,1,0,0,0,0,1
4099,1519753137883545600,1,1,0,0,0,0,1
4100,1540169651497406464,1,1,0,0,0,0,1
4101,1501541289090850818,1,1,0,0,0,0,1
4102,1541038505698111488,1,1,0,0,0,0,1
4103,1487372474,1,1,0,0,0,0,1
4104,1413887812974301187,1,1,0,0,0,0,1
4105,2644022334,1,1,0,0,0,0,1
4106,1541734955402858497,1,1,0,0,0,0,1
4107,1295227222249410560,1,1,0,0,0,0,1
4108,1541603815702634497,1,1,0,0,0,0,1
4109,1509542249960513540,1,1,0,0,0,0,1
4110,1541677429130874880,1,1,0,0,0,0,1
4111,1541765613894471681,1,1,0,0,0,0,1
4112,1541778997641625601,1,1,0,0,0,0,1
4113,1037991553011204096,1,1,0,0,0,0,1
4114,1541793515893653507,1,1,0,0,0,0,1
4115,1541804570971627521,1,1,0,0,0,0,1
4116,1500476615763148808,1,1,0,0,0,0,1
4117,1338301825561325572,1,1,0,0,0,0,1
4118,1523672701444841473,1,1,0,0,0,0,1
4119,2867189807,1,1,0,0,0,0,1
4120,1442079606660481032,1,1,0,0,0,0,1
4121,770443472,1,1,0,0,0,0,1
4122,1021460616,1,1,0,0,0,0,1
4123,1524804732295995393,1,1,0,0,0,0,1
4124,1495121635900329987,1,1,0,0,0,0,1
4125,1524804982050111488,1,1,0,0,0,0,1
4126,49330944,1,1,0,0,0,0,1
4127,1495121454626656267,1,1,0,0,0,0,1
4128,1541565799944568834,1,1,0,0,0,0,1
4129,1541574068905791488,1,1,0,0,0,0,1
4130,1342662788502540289,1,1,0,0,0,0,1
4131,1495094789674442753,1,1,0,0,0,0,1
4132,1541596829623603200,1,1,0,0,0,0,1
4133,1471095180581564418,1,1,0,0,0,0,1
4134,1541582298612502528,1,1,0,0,0,0,1
4135,1407711099995234306,1,1,0,0,0,0,1
4136,1541613983358140421,1,1,0,0,0,0,1
4137,133340752,1,1,0,0,0,0,1
4138,1536229209634381824,1,1,0,0,0,0,1
4139,1426284711165505536,1,1,0,0,0,0,1
4140,1541646330845601793,1,1,0,0,0,0,1
4141,1541647575287271424,1,1,0,0,0,0,1
4142,1313081660,1,1,0,0,0,0,1
4143,1473240456498597889,1,1,0,0,0,0,1
4144,1334816310321172482,1,1,0,0,0,0,1
4145,2907525061,1,1,0,0,0,0,1
4146,1539395436343066626,1,1,0,0,0,0,1
4147,3359572452,1,1,0,0,0,0,1
4148,1553051162475040772,1,1,0,0,0,0,1
4149,1542337545782132741,1,1,0,0,0,0,1
4150,1341368904568987652,1,1,0,0,0,0,1
4151,335178269,1,1,0,0,0,0,1
4152,762168837458399233,1,1,0,0,0,0,1
4153,1204045756950351873,1,1,0,0,0,0,1
4154,1553109730951892998,1,1,0,0,0,0,1
4155,722821229426683905,1,1,0,0,0,0,1
4156,1552425901912121349,1,1,0,0,0,0,1
4157,1266946493853970432,1,1,0,0,0,0,1
4158,588462037,1,1,0,0,0,0,1
4159,1552794043612286976,1,1,0,0,0,0,1
4160,1527336657883521026,1,1,0,0,0,0,1
4161,2335762837,1,1,0,0,0,0,1
4162,1553171113907298304,1,1,0,0,0,0,1
4163,33090625,1,1,0,0,0,0,1
4164,1553167687664254978,1,1,0,0,0,0,1
4165,1550720784179421184,1,1,0,0,0,0,1
4166,1533975834641551360,1,1,0,0,0,0,1
4167,1066135638,1,1,0,0,0,0,1
4168,132144275,1,1,0,0,0,0,1
4169,1537895892656586753,1,1,0,0,0,0,1
4170,1553037721417154561,1,1,0,0,0,0,1
4171,1313815105998589955,1,1,0,0,0,0,1
4172,1540620349813190656,1,1,0,0,0,0,1
4173,1311593931658817536,1,1,0,0,0,0,1
4174,1551510281783853056,1,1,0,0,0,0,1
4175,1516881501912285184,1,1,0,0,0,0,1
4176,1295452432865079297,1,1,0,0,0,0,1
4177,1552812655861084160,1,1,0,0,0,0,1
4178,3291443696,1,1,0,0,0,0,1
4179,801789884746829824,1,1,0,0,0,0,1
4180,1373430929839042561,1,1,0,0,0,0,1
4181,3530120714,1,1,0,0,0,0,1
4182,925476979687661568,1,1,0,0,0,0,1
4183,1271543843427700740,1,1,0,0,0,0,1
4184,1459121543473086464,1,1,0,0,0,0,1
4185,2459668111,1,1,0,0,0,0,1
4186,34430871,1,1,0,0,0,0,1
4187,4812931548,1,1,0,0,0,0,1
4188,1552953630516383744,1,1,0,0,0,0,1
4189,1542262135979446272,1,1,0,0,0,0,1
4190,1552941985807249408,1,1,0,0,0,0,1
4191,1537129533614305282,1,1,0,0,0,0,1
4192,1337233829266927621,1,1,0,0,0,0,1
4193,1546764787698245633,1,1,0,0,0,0,1
4194,1553286369287344129,1,1,0,0,0,0,1
4195,1553291072780251136,1,1,0,0,0,0,1
4196,1553808698560200705,1,1,0,0,0,0,1
4197,1356485811290607617,1,1,0,0,0,0,1
4198,1553632170069344256,1,1,0,0,0,0,1
4199,1461468627488555008,1,1,0,0,0,0,1
4200,1507317269835108357,1,1,0,0,0,0,1
4201,71841779,1,1,0,0,0,0,1
4202,1685367750,1,1,0,0,0,0,1
4203,1548373828501352449,1,1,0,0,0,0,1
4204,1553763692784734211,1,1,0,0,0,0,1
4205,446773258,1,1,0,0,0,0,1
4206,81277053,1,1,0,0,0,0,1
4207,1470142308196950016,1,1,0,0,0,0,1
4208,1553360772000014336,1,1,0,0,0,0,1
4209,1553821761124421637,1,1,0,0,0,0,1
4210,1525664432491069440,1,1,0,0,0,0,1
4211,25786908,1,1,0,0,0,0,1
4212,1508390174983860229,1,1,0,0,0,0,1
4213,1553930564121821185,1,1,0,0,0,0,1
4214,1467599592627781644,1,1,0,0,0,0,1
4215,1553709850814603264,1,1,0,0,0,0,1
4216,1544951513260359681,1,1,0,0,0,0,1
4217,1006731693561004032,1,1,0,0,0,0,1
4218,4553012127,1,1,0,0,0,0,1
4219,1553298026910732288,1,1,0,0,0,0,1
4220,1553400411607941120,1,1,0,0,0,0,1
4221,740869084636708865,1,1,0,0,0,0,1
4222,1553338128173109250,1,1,0,0,0,0,1
4223,1553354160434814977,1,1,0,0,0,0,1
4224,1088482565265215488,1,1,0,0,0,0,1
4225,3567746474,1,1,0,0,0,0,1
4226,1553361440203018240,1,1,0,0,0,0,1
4227,909543738275389440,1,1,0,0,0,0,1
4228,1552935041076203520,1,1,0,0,0,0,1
4229,1256912543655899138,1,1,0,0,0,0,1
4230,413984332,1,1,0,0,0,0,1
4231,292062818,1,1,0,0,0,0,1
4232,1553425625121161216,1,1,0,0,0,0,1
4233,3400080983,1,1,0,0,0,0,1
4234,2550403902,1,1,0,0,0,0,1
4235,715803808899719168,1,1,0,0,0,0,1
4236,1553471482944430080,1,1,0,0,0,0,1
4237,372670184,1,1,0,0,0,0,1
4238,1542253780518961152,1,1,0,0,0,0,1
4239,2981783275,1,1,0,0,0,0,1
4240,2800357547,1,1,0,0,0,0,1
4241,1491214799518289921,1,1,0,0,0,0,1
4242,1486090225591881728,1,1,0,0,0,0,1
4243,1206815275,1,1,0,0,0,0,1
4244,790786943147581440,1,1,0,0,0,0,1
4245,1551833155404955649,1,1,0,0,0,0,1
4246,1550236210601381891,1,1,0,0,0,0,1
4247,1305269112629850112,1,1,0,0,0,0,1
4248,750643735449444352,1,1,0,0,0,0,1
4249,1551859084780941312,1,1,0,0,0,0,1
4250,1390146557840961541,1,1,0,0,0,0,1
4251,1538895598719365120,1,1,0,0,0,0,1
4252,190612652,1,1,0,0,0,0,1
4253,1489387782971740160,1,1,0,0,0,0,1
4254,1551913943014248449,1,1,0,0,0,0,1
4255,987654614756483072,1,1,0,0,0,0,1
4256,1386107749,1,1,0,0,0,0,1
4257,1549690386351722496,1,1,0,0,0,0,1
4258,1551295132049219584,1,1,0,0,0,0,1
4259,1523392811231420416,1,1,0,0,0,0,1
4260,1542174305664090119,1,1,0,0,0,0,1
4261,1541310427484880899,1,1,0,0,0,0,1
4262,1551648647858749440,1,1,0,0,0,0,1
4263,1549378518127198209,1,1,0,0,0,0,1
4264,1451171125489123331,1,1,0,0,0,0,1
4265,1498145426377117702,1,1,0,0,0,0,1
4266,1551762988763422723,1,1,0,0,0,0,1
4267,1552040169351614465,1,1,0,0,0,0,1
4268,1455240532238770191,1,1,0,0,0,0,1
4269,602950847,1,1,0,0,0,0,1
4270,1549559979689906176,1,1,0,0,0,0,1
4271,1367895447348609025,1,1,0,0,0,0,1
4272,1551343813708447744,1,1,0,0,0,0,1
4273,1551666061589811200,1,1,0,0,0,0,1
4274,903316311517921280,1,1,0,0,0,0,1
4275,1551647465262030849,1,1,0,0,0,0,1
4276,1551679947021766656,1,1,0,0,0,0,1
4277,194407433,1,1,0,0,0,0,1
4278,852610323202756608,1,1,0,0,0,0,1
4279,1551785102207635461,1,1,0,0,0,0,1
4280,1548574590565228545,1,1,0,0,0,0,1
4281,1491313888738312193,1,1,0,0,0,0,1
4282,2263159820,1,1,0,0,0,0,1
4283,1462502399235534861,1,1,0,0,0,0,1
4284,28346585,1,1,0,0,0,0,1
4285,1551747429921431552,1,1,0,0,0,0,1
4286,1551384583815319552,1,1,0,0,0,0,1
4287,1160508221100109825,1,1,0,0,0,0,1
4288,1538663159367892992,1,1,0,0,0,0,1
4289,1552048434634448896,1,1,0,0,0,0,1
4290,1530367106130546688,1,1,0,0,0,0,1
4291,3285109885,1,1,0,0,0,0,1
4292,828193515322671105,1,1,0,0,0,0,1
4293,1552379919505981440,1,1,0,0,0,0,1
4294,1281304079558422528,1,1,0,0,0,0,1
4295,1542077468034551811,1,1,0,0,0,0,1
4296,1552505153630216194,1,1,0,0,0,0,1
4297,909775886,1,1,0,0,0,0,1
4298,1447393007217647619,1,1,0,0,0,0,1
4299,1550920345141510144,1,1,0,0,0,0,1
4300,1552554355861192704,1,1,0,0,0,0,1
4301,3033380053,1,1,0,0,0,0,1
4302,1551903018584457218,1,1,0,0,0,0,1
4303,1541997702090817536,1,1,0,0,0,0,1
4304,2659123854,1,1,0,0,0,0,1
4305,52389668,1,1,0,0,0,0,1
4306,1552602625417195520,1,1,0,0,0,0,1
4307,1552628942108069890,1,1,0,0,0,0,1
4308,1216029022674505734,1,1,0,0,0,0,1
4309,1181514802667151360,1,1,0,0,0,0,1
4310,1552660791756820481,1,1,0,0,0,0,1
4311,1505565487089917953,1,1,0,0,0,0,1
4312,1550625128362524672,1,1,0,0,0,0,1
4313,1552358420279345152,1,1,0,0,0,0,1
4314,1508179024043982866,1,1,0,0,0,0,1
4315,1543129232511234048,1,1,0,0,0,0,1
4316,1499845948813586433,1,1,0,0,0,0,1
4317,1505423963375403009,1,1,0,0,0,0,1
4318,3960493229,1,1,0,0,0,0,1
4319,146907460,1,1,0,0,0,0,1
4320,1552180536549842945,1,1,0,0,0,0,1
4321,1430118945827270694,1,1,0,0,0,0,1
4322,1550214793247817730,1,1,0,0,0,0,1
4323,1426231455068340229,1,1,0,0,0,0,1
4324,756804729062260736,1,1,0,0,0,0,1
4325,1501824433232568324,1,1,0,0,0,0,1
4326,1589495010,1,1,0,0,0,0,1
4327,1552331782288281604,1,1,0,0,0,0,1
4328,1552259473976094722,1,1,0,0,0,0,1
4329,1542596119628107776,1,1,0,0,0,0,1
4330,1325185202893844481,1,1,0,0,0,0,1
4331,1.5338503277824e+18,1,1,0,0,0,0,1
4332,1551541584789123072,1,1,0,0,0,0,1
4333,1552008173321457665,1,1,0,0,0,0,1
4334,1462778012492046336,1,1,0,0,0,0,1
4335,1197651119650091010,1,1,0,0,0,0,1
4336,1457146774570008577,1,1,0,0,0,0,1
4337,1544249071082164224,1,1,0,0,0,0,1
4338,1449345361101742085,1,1,0,0,0,0,1
4339,1549250664898867200,1,1,0,0,0,0,1
4340,1553772206009847808,1,1,0,0,0,0,1
4341,1555308749941882889,1,1,0,0,0,0,1
4342,468375883,1,1,0,0,0,0,1
4343,481312317,1,1,0,0,0,0,1
4344,1555308140060499969,1,1,0,0,0,0,1
4345,1555362958485737473,1,1,0,0,0,0,1
4346,1554592471799267328,1,1,0,0,0,0,1
4347,1541906415496925191,1,1,0,0,0,0,1
4348,1555420921166721026,1,1,0,0,0,0,1
4349,1484376988534001673,1,1,0,0,0,0,1
4350,1555441066643431424,1,1,0,0,0,0,1
4351,1555177833558904835,1,1,0,0,0,0,1
4352,1294379044595793920,1,1,0,0,0,0,1
4353,1551086193001091072,1,1,0,0,0,0,1
4354,1555022133608194049,1,1,0,0,0,0,1
4355,1555497262578532352,1,1,0,0,0,0,1
4356,1552342724321452033,1,1,0,0,0,0,1
4357,1165840382711779329,1,1,0,0,0,0,1
4358,1189620861852012544,1,1,0,0,0,0,1
4359,1521867938407530496,1,1,0,0,0,0,1
4360,394506125,1,1,0,0,0,0,1
4361,1281690578112086018,1,1,0,0,0,0,1
4362,1555305968770105345,1,1,0,0,0,0,1
4363,1550949053634322432,1,1,0,0,0,0,1
4364,1555282553611120640,1,1,0,0,0,0,1
4365,4326683116,1,1,0,0,0,0,1
4366,1539489837572534272,1,1,0,0,0,0,1
4367,871441576517652480,1,1,0,0,0,0,1
4368,1554860732642213889,1,1,0,0,0,0,1
4369,1546501108515815424,1,1,0,0,0,0,1
4370,9.20405878637056e+17,1,1,0,0,0,0,1
4371,1375637384667090945,1,1,0,0,0,0,1
4372,1555114715055112192,1,1,0,0,0,0,1
4373,1555153983685132288,1,1,0,0,0,0,1
4374,1555171195297107968,1,1,0,0,0,0,1
4375,1530488631613333504,1,1,0,0,0,0,1
4376,1555274947248922626,1,1,0,0,0,0,1
4377,2174733126,1,1,0,0,0,0,1
4378,140202914,1,1,0,0,0,0,1
4379,1554823057155362820,1,1,0,0,0,0,1
4380,1528439883366166528,1,1,0,0,0,0,1
4381,2654619872,1,1,0,0,0,0,1
4382,1552917162481762304,1,1,0,0,0,0,1
4383,1549339035151261699,1,1,0,0,0,0,1
4384,123374741,1,1,0,0,0,0,1
4385,1555269972670271489,1,1,0,0,0,0,1
4386,1311573349,1,1,0,0,0,0,1
4387,1555593957739995136,1,1,0,0,0,0,1
4388,1129618230744571904,1,1,0,0,0,0,1
4389,1555909883085611008,1,1,0,0,0,0,1
4390,1555792551302418432,1,1,0,0,0,0,1
4391,1547268075409530880,1,1,0,0,0,0,1
4392,320714255,1,1,0,0,0,0,1
4393,1549257516143546369,1,1,0,0,0,0,1
4394,1555400838406762496,1,1,0,0,0,0,1
4395,209281521,1,1,0,0,0,0,1
4396,1547590844232134656,1,1,0,0,0,0,1
4397,1555898644892631045,1,1,0,0,0,0,1
4398,1369719488904630283,1,1,0,0,0,0,1
4399,1555838307464282112,1,1,0,0,0,0,1
4400,1555783721818566656,1,1,0,0,0,0,1
4401,3054387052,1,1,0,0,0,0,1
4402,1554821347955871744,1,1,0,0,0,0,1
4403,310004174,1,1,0,0,0,0,1
4404,1324379549044531200,1,1,0,0,0,0,1
4405,235004054,1,1,0,0,0,0,1
4406,1555364861554544640,1,1,0,0,0,0,1
4407,1406173236581179398,1,1,0,0,0,0,1
4408,1549820251717750785,1,1,0,0,0,0,1
4409,1555418779252834305,1,1,0,0,0,0,1
4410,1575719647,1,1,0,0,0,0,1
4411,224050688,1,1,0,0,0,0,1
4412,1384396656737722371,1,1,0,0,0,0,1
4413,729481640,1,1,0,0,0,0,1
4414,312087467,1,1,0,0,0,0,1
4415,3070098634,1,1,0,0,0,0,1
4416,1555633430750265344,1,1,0,0,0,0,1
4417,1174426289551355905,1,1,0,0,0,0,1
4418,292027888,1,1,0,0,0,0,1
4419,1304681660,1,1,0,0,0,0,1
4420,3306118763,1,1,0,0,0,0,1
4421,1317857000852803584,1,1,0,0,0,0,1
4422,1553532853589135360,1,1,0,0,0,0,1
4423,1555668773239230465,1,1,0,0,0,0,1
4424,205593580,1,1,0,0,0,0,1
4425,1555683834573758464,1,1,0,0,0,0,1
4426,1431973228549967883,1,1,0,0,0,0,1
4427,1555681812004982784,1,1,0,0,0,0,1
4428,1555688626503135232,1,1,0,0,0,0,1
4429,150467785,1,1,0,0,0,0,1
4430,1555713821469470720,1,1,0,0,0,0,1
4431,1312680593386205184,1,1,0,0,0,0,1
4432,1553228540614787073,1,1,0,0,0,0,1
4433,1555741108231360512,1,1,0,0,0,0,1
4434,1555028966225825792,1,1,0,0,0,0,1
4435,1241451759689707521,1,1,0,0,0,0,1
4436,1547437492470628352,1,1,0,0,0,0,1
4437,1547935517408276483,1,1,0,0,0,0,1
4438,1532160938761134084,1,1,0,0,0,0,1
4439,1554315599840481280,1,1,0,0,0,0,1
4440,1513338182590349312,1,1,0,0,0,0,1
4441,1542890330416357378,1,1,0,0,0,0,1
4442,1552861208671408128,1,1,0,0,0,0,1
4443,1554338185789861891,1,1,0,0,0,0,1
4444,15026067,1,1,0,0,0,0,1
4445,1553634938263584772,1,1,0,0,0,0,1
4446,462320274,1,1,0,0,0,0,1
4447,733694560346443776,1,1,0,0,0,0,1
4448,564597453,1,1,0,0,0,0,1
4449,551190359,1,1,0,0,0,0,1
4450,1551500738034946048,1,1,0,0,0,0,1
4451,1327988586470273025,1,1,0,0,0,0,1
4452,545523397,1,1,0,0,0,0,1
4453,89154166,1,1,0,0,0,0,1
4454,776728365151690753,1,1,0,0,0,0,1
4455,320567596,1,1,0,0,0,0,1
4456,1321528477783330817,1,1,0,0,0,0,1
4457,2160244625,1,1,0,0,0,0,1
4458,79445126,1,1,0,0,0,0,1
4459,1554268597622489088,1,1,0,0,0,0,1
4460,1497319517374005249,1,1,0,0,0,0,1
4461,1553333269525327872,1,1,0,0,0,0,1
4462,3238366525,1,1,0,0,0,0,1
4463,1553886916717686785,1,1,0,0,0,0,1
4464,1553784232119619584,1,1,0,0,0,0,1
4465,904408089725632512,1,1,0,0,0,0,1
4466,1554075430335963136,1,1,0,0,0,0,1
4467,1553873267995430918,1,1,0,0,0,0,1
4468,3414256334,1,1,0,0,0,0,1
4469,1265980218721947648,1,1,0,0,0,0,1
4470,1539878627243958272,1,1,0,0,0,0,1
4471,1543796011306450946,1,1,0,0,0,0,1
4472,1554221434985218056,1,1,0,0,0,0,1
4473,1197898827274915840,1,1,0,0,0,0,1
4474,1551144618116497411,1,1,0,0,0,0,1
4475,1047168930425520129,1,1,0,0,0,0,1
4476,1553075332953038848,1,1,0,0,0,0,1
4477,1554163828832624640,1,1,0,0,0,0,1
4478,1554163282927407106,1,1,0,0,0,0,1
4479,1554130016446840832,1,1,0,0,0,0,1
4480,1436731037988573186,1,1,0,0,0,0,1
4481,2961192251,1,1,0,0,0,0,1
4482,1548393341368160256,1,1,0,0,0,0,1
4483,1549732876240859136,1,1,0,0,0,0,1
4484,1554561300633718788,1,1,0,0,0,0,1
4485,752928716666396672,1,1,0,0,0,0,1
4486,1039355856440029184,1,1,0,0,0,0,1
4487,1519576684109828096,1,1,0,0,0,0,1
4488,1466420004212158474,1,1,0,0,0,0,1
4489,1958395884,1,1,0,0,0,0,1
4490,1553133409400197120,1,1,0,0,0,0,1
4491,1547794517193261056,1,1,0,0,0,0,1
4492,1553386403236569088,1,1,0,0,0,0,1
4493,1516411065759846407,1,1,0,0,0,0,1
4494,197353176,1,1,0,0,0,0,1
4495,1180840485969108992,1,1,0,0,0,0,1
4496,1554695845924450304,1,1,0,0,0,0,1
4497,1554810185612464128,1,1,0,0,0,0,1
4498,2940330502,1,1,0,0,0,0,1
4499,1475098778629664774,1,1,0,0,0,0,1
4500,1534571785756229632,1,1,0,0,0,0,1
4501,947041512,1,1,0,0,0,0,1
4502,1519081144955949056,1,1,0,0,0,0,1
4503,1552095684303753216,1,1,0,0,0,0,1
4504,863473709226508288,1,1,0,0,0,0,1
4505,1505890062403346433,1,1,0,0,0,0,1
4506,1554719240321744898,1,1,0,0,0,0,1
4507,2343630830,1,1,0,0,0,0,1
4508,1070396575,1,1,0,0,0,0,1
4509,1146456864,1,1,0,0,0,0,1
4510,1552064019342807040,1,1,0,0,0,0,1
4511,1418336019930357762,1,1,0,0,0,0,1
4512,1503638598880722947,1,1,0,0,0,0,1
4513,730432792845115392,1,1,0,0,0,0,1
4514,1553546887772372992,1,1,0,0,0,0,1
4515,1554247246144741380,1,1,0,0,0,0,1
4516,1540328008162091008,1,1,0,0,0,0,1
4517,1377385184140660736,1,1,0,0,0,0,1
4518,1336177634384855040,1,1,0,0,0,0,1
4519,1552490147153059840,1,1,0,0,0,0,1
4520,73913862,1,1,0,0,0,0,1
4521,1530754178456354816,1,1,0,0,0,0,1
4522,1554574513790193664,1,1,0,0,0,0,1
4523,1550935908110991360,1,1,0,0,0,0,1
4524,1554578823869796352,1,1,0,0,0,0,1
4525,1552830788521103361,1,1,0,0,0,0,1
4526,1554576936831275010,1,1,0,0,0,0,1
4527,1385313292051169282,1,1,0,0,0,0,1
4528,4809085992,1,1,0,0,0,0,1
4529,255353529,1,1,0,0,0,0,1
4530,1549121669067079680,1,1,0,0,0,0,1
4531,1551577726326231040,1,1,0,0,0,0,1
4532,1546692671313420288,1,1,0,0,0,0,1
4533,30339763,1,1,0,0,0,0,1
4534,1548653730756628481,1,1,0,0,0,0,1
4535,1548658918221545475,1,1,0,0,0,0,1
4536,1548654303727992833,1,1,0,0,0,0,1
4537,1548683733468864512,1,1,0,0,0,0,1
4538,1548693742109896705,1,1,0,0,0,0,1
4539,1548346252743413760,1,1,0,0,0,0,1
4540,1425403022914506754,1,1,0,0,0,0,1
4541,1548723192855814144,1,1,0,0,0,0,1
4542,1548402720658190340,1,1,0,0,0,0,1
4543,1524614752416284672,1,1,0,0,0,0,1
4544,1426346986974949376,1,1,0,0,0,0,1
4545,1548752573443629056,1,1,0,0,0,0,1
4546,1548784395376594949,1,1,0,0,0,0,1
4547,1512980492660121600,1,1,0,0,0,0,1
4548,1547358639878717440,1,1,0,0,0,0,1
4549,1541168054956171264,1,1,0,0,0,0,1
4550,1548813013972557824,1,1,0,0,0,0,1
4551,1521452083148431360,1,1,0,0,0,0,1
4552,1548853637962776582,1,1,0,0,0,0,1
4553,1548879859870355456,1,1,0,0,0,0,1
4554,1262755967931826186,1,1,0,0,0,0,1
4555,115432398,1,1,0,0,0,0,1
4556,1277149408820420608,1,1,0,0,0,0,1
4557,1180616712804274181,1,1,0,0,0,0,1
4558,1548359420031053832,1,1,0,0,0,0,1
4559,1506120479610109956,1,1,0,0,0,0,1
4560,1449043843286908935,1,1,0,0,0,0,1
4561,1548259127276711943,1,1,0,0,0,0,1
4562,1537224376306630656,1,1,0,0,0,0,1
4563,1516033645777244160,1,1,0,0,0,0,1
4564,1548305148510097409,1,1,0,0,0,0,1
4565,1548285504952881152,1,1,0,0,0,0,1
4566,1542773612473569280,1,1,0,0,0,0,1
4567,1548338372069888005,1,1,0,0,0,0,1
4568,1548380797693923334,1,1,0,0,0,0,1
4569,806105686052458496,1,1,0,0,0,0,1
4570,1547990032312459267,1,1,0,0,0,0,1
4571,1548391031455985668,1,1,0,0,0,0,1
4572,462470358,1,1,0,0,0,0,1
4573,1548317178302062592,1,1,0,0,0,0,1
4574,1548401878215536641,1,1,0,0,0,0,1
4575,1548372620382416898,1,1,0,0,0,0,1
4576,1547426145074720768,1,1,0,0,0,0,1
4577,1548440906809757696,1,1,0,0,0,0,1
4578,1548529192521715712,1,1,0,0,0,0,1
4579,834048329780588545,1,1,0,0,0,0,1
4580,1542395762461798401,1,1,0,0,0,0,1
4581,1546353424018550784,1,1,0,0,0,0,1
4582,1308805323784765440,1,1,0,0,0,0,1
4583,1538794813113348096,1,1,0,0,0,0,1
4584,1547009126064078848,1,1,0,0,0,0,1
4585,1549228792849342464,1,1,0,0,0,0,1
4586,1549235026058850312,1,1,0,0,0,0,1
4587,1460359863050158082,1,1,0,0,0,0,1
4588,1192799490685784064,1,1,0,0,0,0,1
4589,1549298124505505792,1,1,0,0,0,0,1
4590,1331883207566917633,1,1,0,0,0,0,1
4591,1547153089874075649,1,1,0,0,0,0,1
4592,1549366062113767427,1,1,0,0,0,0,1
4593,1504212620831858691,1,1,0,0,0,0,1
4594,1549366641850548224,1,1,0,0,0,0,1
4595,1549361782740885506,1,1,0,0,0,0,1
4596,1358379386169417733,1,1,0,0,0,0,1
4597,1549425886448975873,1,1,0,0,0,0,1
4598,1544605412581859329,1,1,0,0,0,0,1
4599,1419833866139971586,1,1,0,0,0,0,1
4600,1087646541106630656,1,1,0,0,0,0,1
4601,1549464660096831488,1,1,0,0,0,0,1
4602,1523844673793667073,1,1,0,0,0,0,1
4603,1323420794198859778,1,1,0,0,0,0,1
4604,368294682,1,1,0,0,0,0,1
4605,1548280588099993600,1,1,0,0,0,0,1
4606,1549050008825208834,1,1,0,0,0,0,1
4607,786834070114275328,1,1,0,0,0,0,1
4608,1548983002881228800,1,1,0,0,0,0,1
4609,1548749356865654784,1,1,0,0,0,0,1
4610,1106450231955062791,1,1,0,0,0,0,1
4611,1412367656351461377,1,1,0,0,0,0,1
4612,1535420521705259009,1,1,0,0,0,0,1
4613,1529834358550728709,1,1,0,0,0,0,1
4614,1484062696454918144,1,1,0,0,0,0,1
4615,1468266066967253003,1,1,0,0,0,0,1
4616,1547511267954499587,1,1,0,0,0,0,1
4617,418469384,1,1,0,0,0,0,1
4618,1329769287557509120,1,1,0,0,0,0,1
4619,1544342051512279041,1,1,0,0,0,0,1
4620,1561420668,1,1,0,0,0,0,1
4621,1549067377953865728,1,1,0,0,0,0,1
4622,1471389541441282051,1,1,0,0,0,0,1
4623,1545934863081115655,1,1,0,0,0,0,1
4624,1361697172404731909,1,1,0,0,0,0,1
4625,1549139912464732168,1,1,0,0,0,0,1
4626,348855919,1,1,0,0,0,0,1
4627,1548219851365183490,1,1,0,0,0,0,1
4628,1548212353036353536,1,1,0,0,0,0,1
4629,1548192198252187648,1,1,0,0,0,0,1
4630,1534414322503491585,1,1,0,0,0,0,1
4631,1453396800354668551,1,1,0,0,0,0,1
4632,1453799566873083906,1,1,0,0,0,0,1
4633,1542467090648793088,1,1,0,0,0,0,1
4634,1102469097147645954,1,1,0,0,0,0,1
4635,1317591791038832640,1,1,0,0,0,0,1
4636,1422958552654696462,1,1,0,0,0,0,1
4637,1547593072929697798,1,1,0,0,0,0,1
4638,1547589395745628160,1,1,0,0,0,0,1
4639,1408754114989756416,1,1,0,0,0,0,1
4640,185726857,1,1,0,0,0,0,1
4641,795268905602191361,1,1,0,0,0,0,1
4642,1547626696584572929,1,1,0,0,0,0,1
4643,1477025727165906950,1,1,0,0,0,0,1
4644,134470997,1,1,0,0,0,0,1
4645,1547612684459290625,1,1,0,0,0,0,1
4646,1547642238338945026,1,1,0,0,0,0,1
4647,1547667967449501697,1,1,0,0,0,0,1
4648,1547676309261676545,1,1,0,0,0,0,1
4649,1544012525481730049,1,1,0,0,0,0,1
4650,1547682995313582081,1,1,0,0,0,0,1
4651,1021296228070576128,1,1,0,0,0,0,1
4652,1538813898031353856,1,1,0,0,0,0,1
4653,1418996336,1,1,0,0,0,0,1
